SUBJECT_NAME,TRIAL_INDEX,SECOND_DISPLAY,BLOCK,CONDITION,CONDITION_APPEARANCE,SUBJECT_GROUP,SUBJECT_AGE,SUBJECT_GENDER,CENTER_FIXATION_LATENCY_REL_FIXATION_ONSET_MEDIAN,CENTER_FIXATION_DISTANCE_TO_CENTER_DEG_MEDIAN,CENTER_FIXATION_ACCEPTED,LATENCY_FIRST_SACCADE,TRIAL_SUCCESSFUL,FIXATION_OFFSET_TO_TARGET,LATENCY_CORRECTED_SACCADE,AMPLITUDE_CORRECTED_SACCADE,LATENCY_FIRST_WRONG_SACCADE,AMPLITUDE_FIRST_WRONG_SACCADE,LATENCY_CORRECT_SACCADE,AMPLITUDE_CORRECT_SACCADE,DISPLAY_1_WAS_SUCCESSFUL
AW002AF,6,1,2,1,TT,YNG,19.0,m,112.0,5.809419516273964,0.0,670.0,1.0,2.0376777392557353,,,,,670.0,11.21112825255226,1.0
AW002AF,7,0,2,1,TT,YNG,19.0,m,-1914.0,2.239331073787905,1.0,274.0,1.0,2.344227055111518,,,,,274.0,7.828920440217144,
AW002AF,7,1,2,1,TT,YNG,19.0,m,342.0,2.7949384899748058,1.0,196.0,1.0,2.1771562843605325,,,,,196.0,4.72659014956308,1.0
AW002AF,8,0,2,1,TT,YNG,19.0,m,-1558.0,3.3507401840624795,1.0,194.0,1.0,1.6930682951641247,320.0,10.921126187206754,194.0,6.128744519761401,,,
AW002AF,8,1,2,1,TT,YNG,19.0,m,525.0,4.497011431881681,1.0,228.0,1.0,1.1421164937079118,,,,,228.0,5.464541046982303,1.0
AW002AF,9,0,2,1,TT,YNG,19.0,m,-1096.0,6.831481479287448,0.0,212.0,1.0,0.11708849281101978,,,,,212.0,9.232741466371783,
AW002AF,9,1,2,1,TT,YNG,19.0,m,284.0,0.772346092946211,1.0,380.0,1.0,1.0174742222088693,,,,,380.0,10.63339046263301,1.0
AW002AF,10,0,2,1,TT,YNG,19.0,m,-542.0,1.535222648009099,1.0,178.0,1.0,1.1353732733590953,354.0,8.232248228467883,178.0,4.6137379257447995,,,
AW002AF,10,1,2,1,TT,YNG,19.0,m,433.0,1.049059477050326,1.0,270.0,1.0,0.30905944496589977,,,,,270.0,9.42699883764346,1.0
AW002AF,11,0,2,1,TD1,YNG,19.0,m,-1546.0,1.5034989896678226,1.0,406.0,1.0,0.1638343742259847,,,,,406.0,9.173861919275378,
AW002AF,11,1,2,1,TD1,YNG,19.0,m,280.0,0.44107260976265367,1.0,616.0,1.0,2.6134980303338913,,,,,616.0,6.139542514025671,1.0
AW002AF,12,0,2,1,TD1,YNG,19.0,m,-1980.0,1.9804645943908905,1.0,322.0,1.0,0.6819442095938718,,,,,322.0,9.904830832643615,
AW002AF,12,1,2,1,TD1,YNG,19.0,m,868.0,1.5072707184511769,1.0,460.0,1.0,0.12793328881784333,,,,,460.0,9.818707563357734,1.0
AW002AF,13,0,2,1,TD1,YNG,19.0,m,-2140.0,3.9148431996651296,1.0,564.0,1.0,2.5459292670063705,,,,,564.0,10.891545083428136,
AW002AF,13,1,2,1,TD1,YNG,19.0,m,760.0,6.710845971425139,0.0,530.0,1.0,2.5200899991600156,,,,,530.0,11.763927100714346,1.0
AW002AF,14,0,2,1,TD1,YNG,19.0,m,-2140.0,7.654819095936485,0.0,406.0,1.0,3.358784837683431,,,,,406.0,12.825379009145367,
AW002AF,14,1,2,1,TD1,YNG,19.0,m,,,0.0,580.0,1.0,0.4395450079284033,,,,,580.0,13.919458991523333,1.0
AW002AF,15,0,2,1,TD1,YNG,19.0,m,-2140.0,4.071944306274541,1.0,544.0,1.0,3.0408458254130424,,,,,544.0,13.912643920625479,
AW002AF,15,1,2,1,TD1,YNG,19.0,m,,,1.0,436.0,1.0,0.5367313275977429,,,,,436.0,14.715693192116722,1.0
AW002AF,16,0,2,1,TD1,YNG,19.0,m,-863.0,1.4258001860561285,1.0,212.0,1.0,1.7291811727847428,,,,,342.0,7.545793290537911,
AW002AF,16,1,2,1,TD1,YNG,19.0,m,772.0,1.2914916530562246,1.0,254.0,1.0,1.0380181769496133,,,,,254.0,7.404561302348556,1.0
AW002AF,17,0,2,1,TD1,YNG,19.0,m,-534.0,6.704440594232341,0.0,202.0,1.0,0.3554572402010448,,,,,202.0,9.738065502566895,
